L,h,T,E,C,FM,Xfm,AFM,Xafm
32,0,2.449000,-1.155851,1.040704,0.000051,0.088775,0.022422,36.315562
32,0,2.370000,-1.249131,1.447899,0.000069,0.082214,0.057215,74.136636
32,0,2.291000,-1.394020,1.928937,0.000060,0.071176,0.291545,129.266400
32,0,2.212000,-1.524573,1.454037,0.000153,0.060741,0.766069,4.777189
32,0,2.133000,-1.628378,1.088620,0.000032,0.052289,0.849083,1.270985
32,0,2.054000,-1.702609,0.838633,0.000063,0.045463,0.890620,0.680407
32,0,1.975000,-1.763076,0.667381,0.000092,0.039377,0.919290,0.304440
32,0,3.160000,-0.758118,0.340868,0.001255,2.844811,0.000061,0.106121
32,0,3.081000,-0.786142,0.369700,0.001522,3.272719,0.000060,0.106595
32,0,3.002000,-0.816187,0.399660,0.001982,3.823650,0.000062,0.103791
32,0,2.923000,-0.848048,0.440444,0.002191,4.470412,0.000060,0.103837
32,0,2.844000,-0.886928,0.486991,0.002646,5.649283,0.000050,0.102621
32,0,2.765000,-0.926354,0.546043,0.004858,7.163627,0.000048,0.101570
32,0,2.686000,-0.971631,0.606310,0.004629,9.612813,0.000049,0.098922
32,0,2.607000,-1.022764,0.708573,0.005207,13.190782,0.000046,0.096518
32,0,3.792000,-0.595613,0.198088,0.000727,1.277880,0.000046,0.105863
32,0,3.713000,-0.611239,0.209750,0.000623,1.382899,0.000042,0.106944
32,0,3.634000,-0.628762,0.222200,0.001023,1.502851,0.000043,0.107374
32,0,3.555000,-0.646921,0.238264,0.001602,1.639584,0.000054,0.106985
32,0,3.476000,-0.666831,0.253000,0.000716,1.820796,0.000077,0.107285
32,0,3.397000,-0.686859,0.272382,0.000886,2.008861,0.000056,0.106971
32,0,3.318000,-0.709367,0.289611,0.001172,2.233929,0.000075,0.107642
32,0,3.239000,-0.732519,0.312404,0.001194,2.521579,0.000068,0.107707
32,0,4.424000,-0.494106,0.133257,0.000583,0.796732,0.000063,0.104230
32,0,4.345000,-0.504274,0.138234,0.000486,0.834253,0.000074,0.104998
32,0,4.266000,-0.515357,0.145671,0.000592,0.873251,0.000047,0.104765
32,0,4.187000,-0.527254,0.151442,0.000393,0.928707,0.000052,0.104872
32,0,4.108000,-0.538817,0.159924,0.000430,0.972331,0.000048,0.104780
32,0,4.029000,-0.552340,0.167723,0.000491,1.049862,0.000061,0.106768
32,0,3.950000,-0.565895,0.176608,0.000569,1.108795,0.000074,0.105880
32,0,3.871000,-0.580550,0.188540,0.000773,1.186685,0.000089,0.105888
32,0,5.056000,-0.422500,0.094682,0.000464,0.554806,0.000082,0.099320
32,0,4.977000,-0.430359,0.098486,0.000502,0.580755,0.000077,0.100348
32,0,4.898000,-0.438508,0.101619,0.000428,0.596926,0.000058,0.099543
32,0,4.819000,-0.446576,0.106072,0.000549,0.626173,0.000068,0.100842
32,0,4.740000,-0.455510,0.111880,0.000474,0.654670,0.000047,0.101121
32,0,4.661000,-0.464219,0.115242,0.000550,0.687235,0.000053,0.102124
32,0,4.582000,-0.474268,0.120447,0.000418,0.718885,0.000077,0.102167
32,0,4.503000,-0.483033,0.126170,0.000446,0.746189,0.000082,0.102765
32,0,2.607000,-1.023301,0.706579,0.000063,0.095697,0.008150,13.088268
32,0,2.686000,-0.972031,0.610077,0.000061,0.099132,0.005519,9.500927
32,0,2.765000,-0.926620,0.531387,0.000046,0.100916,0.003068,6.986226
32,0,2.844000,-0.886448,0.480970,0.000053,0.102910,0.001958,5.541678
32,0,2.923000,-0.849308,0.439547,0.000042,0.104540,0.002414,4.545258
32,0,3.002000,-0.816468,0.396735,0.000078,0.104755,0.002151,3.840820
32,0,3.081000,-0.786295,0.366871,0.000063,0.106053,0.001690,3.333837
32,0,3.160000,-0.757291,0.337660,0.000062,0.106576,0.001771,2.827439
32,0,3.239000,-0.732689,0.310930,0.000106,0.107082,0.001441,2.500282
32,0,3.318000,-0.708706,0.292723,0.000051,0.107144,0.001072,2.235905
32,0,3.397000,-0.686892,0.269141,0.000071,0.107944,0.000920,2.003304
32,0,3.476000,-0.667051,0.257422,0.000045,0.107259,0.000916,1.806331
32,0,3.555000,-0.647366,0.238257,0.000056,0.106947,0.000986,1.651383
32,0,3.634000,-0.629220,0.224697,0.000064,0.108243,0.000877,1.503647
32,0,3.713000,-0.611954,0.210603,0.000041,0.108090,0.000684,1.395016
32,0,3.792000,-0.595879,0.198946,0.000094,0.107047,0.000642,1.280173
32,0,3.871000,-0.580676,0.185718,0.000055,0.106649,0.000738,1.192164
32,0,3.950000,-0.565338,0.178939,0.000088,0.105594,0.000841,1.104373
32,0,4.029000,-0.552284,0.169800,0.000042,0.106012,0.000726,1.043832
32,0,4.108000,-0.539425,0.159295,0.000077,0.105158,0.000439,0.978242
32,0,4.187000,-0.527371,0.151621,0.000057,0.104936,0.000638,0.929766
32,0,4.266000,-0.515148,0.144253,0.000043,0.103833,0.000446,0.867475
32,0,4.345000,-0.504407,0.139393,0.000047,0.103754,0.000231,0.823023
32,0,4.424000,-0.494018,0.131903,0.000044,0.103124,0.000565,0.792174
32,0,4.503000,-0.483857,0.127634,0.000043,0.103514,0.000404,0.752304
32,0,4.582000,-0.473800,0.121663,0.000050,0.102871,0.000561,0.716107
32,0,4.661000,-0.464094,0.116018,0.000073,0.101865,0.000426,0.685395
32,0,4.740000,-0.455636,0.111519,0.000064,0.103316,0.000317,0.662947
32,0,4.819000,-0.446911,0.106333,0.000050,0.101466,0.000281,0.626090
32,0,4.898000,-0.438729,0.103471,0.000071,0.101032,0.000284,0.605434
32,0,4.977000,-0.430096,0.098514,0.000071,0.100289,0.000311,0.578550
32,0,5.056000,-0.422663,0.094426,0.000064,0.099239,0.000353,0.554529
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.474000,-2.000000,0.000015,0.000000,0.000000,1.000000,0.000000
32,0,0.553000,-1.999996,0.000098,0.000000,0.000003,0.999999,0.000003
32,0,0.632000,-1.999972,0.000559,0.000000,0.000022,0.999993,0.000022
32,0,0.711000,-1.999897,0.001627,0.000001,0.000071,0.999974,0.000073
32,0,0.790000,-1.999674,0.004230,0.000000,0.000203,0.999918,0.000215
32,0,0.869000,-1.999163,0.009037,0.000002,0.000470,0.999788,0.000509
32,0,0.948000,-1.998185,0.016558,0.000001,0.000919,0.999539,0.001039
32,0,1.027000,-1.996454,0.027887,0.000002,0.001616,0.999093,0.001947
32,0,1.106000,-1.993668,0.043456,0.000001,0.002631,0.998367,0.003359
32,0,1.185000,-1.989599,0.062893,0.000008,0.003960,0.997292,0.005401
32,0,1.264000,-1.983652,0.087973,0.000008,0.005648,0.995696,0.008401
32,0,1.343000,-1.975552,0.116824,0.000018,0.007815,0.993477,0.012512
32,0,1.422000,-1.964831,0.155286,0.000001,0.010357,0.990463,0.018786
32,0,1.501000,-1.950824,0.197858,0.000017,0.013146,0.986418,0.027189
32,0,1.580000,-1.933253,0.248933,0.000024,0.016663,0.981153,0.039475
32,0,1.659000,-1.911607,0.309775,0.000022,0.020275,0.974345,0.058009
32,0,1.738000,-1.884408,0.383219,0.000033,0.024765,0.965538,0.084791
32,0,1.817000,-1.850473,0.465621,0.000012,0.029339,0.953716,0.129687
32,0,1.896000,-1.810614,0.552226,0.000009,0.033894,0.938553,0.198406
32,0,1.975000,-1.764437,0.667967,0.000015,0.038516,0.919786,0.315853
32,0,2.054000,-1.703943,0.845666,0.000024,0.046010,0.891157,0.608058
32,0,2.133000,-1.629148,1.075677,0.000121,0.052093,0.849731,1.226232
32,0,2.212000,-1.519200,1.711884,0.000066,0.061949,0.429283,159.465241
32,0,2.291000,-1.393398,1.940131,0.000053,0.072697,0.176263,155.409725
32,0,2.370000,-1.249528,1.489077,0.000039,0.082653,0.041656,74.952139
32,0,2.449000,-1.154762,1.047807,0.000070,0.088637,0.022481,36.603435
32,0,2.528000,-1.083293,0.825497,0.000059,0.093341,0.010557,20.936397
32,0,2.607000,-1.022111,0.695298,0.006335,13.012387,0.000052,0.096385
32,0,2.686000,-0.972179,0.611266,0.007204,9.607665,0.000053,0.099365
32,0,2.765000,-0.925907,0.541493,0.003487,7.118082,0.000061,0.101794
32,0,2.844000,-0.885764,0.481848,0.002344,5.545600,0.000051,0.102551
32,0,2.923000,-0.849765,0.443636,0.002159,4.561741,0.000060,0.103872
32,0,3.002000,-0.816958,0.405827,0.002040,3.822990,0.000036,0.105058
32,0,3.081000,-0.785402,0.364544,0.001968,3.269809,0.000064,0.105965
32,0,3.160000,-0.758067,0.338491,0.001518,2.839834,0.000070,0.107214
32,0,3.239000,-0.732470,0.313617,0.001159,2.529494,0.000061,0.107083
32,0,3.318000,-0.708675,0.289058,0.001288,2.212094,0.000054,0.107348
32,0,3.397000,-0.687138,0.270063,0.001344,2.016621,0.000072,0.107858
32,0,3.476000,-0.666587,0.252728,0.000803,1.809355,0.000044,0.107113
32,0,3.555000,-0.646734,0.237319,0.000857,1.641367,0.000063,0.107057
32,0,3.634000,-0.628259,0.221865,0.001097,1.495345,0.000053,0.106446
32,0,3.713000,-0.611666,0.208026,0.000994,1.375457,0.000048,0.107079
32,0,3.792000,-0.594978,0.197931,0.000712,1.281499,0.000062,0.107429
32,0,3.871000,-0.580284,0.185856,0.000992,1.190199,0.000059,0.106191
32,0,3.950000,-0.566639,0.176541,0.000640,1.121561,0.000036,0.106585
32,0,4.029000,-0.551852,0.167204,0.000537,1.033367,0.000050,0.104814
32,0,4.108000,-0.539843,0.160259,0.000632,0.990688,0.000044,0.105720
32,0,4.187000,-0.527163,0.151004,0.000369,0.934442,0.000086,0.105453
32,0,4.266000,-0.515596,0.143523,0.000536,0.879446,0.000086,0.104418
32,0,4.345000,-0.504406,0.137618,0.000473,0.831811,0.000053,0.103868
32,0,4.424000,-0.493679,0.132461,0.000450,0.791783,0.000065,0.103957
32,0,4.503000,-0.483382,0.126688,0.000620,0.753422,0.000067,0.103166
32,0,4.582000,-0.473593,0.122018,0.000306,0.719557,0.000046,0.103450
32,0,4.661000,-0.463931,0.116442,0.000442,0.681864,0.000062,0.102566
32,0,4.740000,-0.455222,0.111186,0.000300,0.654306,0.000067,0.101601
32,0,4.819000,-0.446292,0.106799,0.000361,0.622488,0.000053,0.100533
32,0,4.898000,-0.438494,0.102646,0.000344,0.599330,0.000053,0.099913
32,0,4.977000,-0.430274,0.099357,0.000483,0.578503,0.000070,0.100293
32,0,5.056000,-0.422865,0.095182,0.000315,0.557065,0.000046,0.099688
32,0,0.079000,-2.000007,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-2.000007,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-2.000007,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-2.000007,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-2.000007,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.474000,-2.000006,0.000013,1.000000,0.000000,0.000000,0.000000
32,0,0.553000,-2.000004,0.000079,0.999999,0.000003,0.000000,0.000003
32,0,0.632000,-1.999980,0.000541,0.999993,0.000021,0.000000,0.000021
32,0,0.711000,-1.999902,0.001667,0.999974,0.000075,0.000000,0.000073
32,0,0.790000,-1.999671,0.004340,0.999916,0.000220,0.000001,0.000207
32,0,0.869000,-1.999176,0.008882,0.999790,0.000501,0.000002,0.000464
32,0,0.948000,-1.998186,0.016453,0.999537,0.001030,0.000006,0.000921
32,0,1.027000,-1.996473,0.027479,0.999097,0.001906,0.000002,0.001631
32,0,1.106000,-1.993704,0.042860,0.998376,0.003318,0.000001,0.002644
32,0,1.185000,-1.989607,0.062791,0.997295,0.005370,0.000005,0.003977
32,0,1.264000,-1.983740,0.087272,0.995716,0.008352,0.000007,0.005660
32,0,1.343000,-1.975585,0.117892,0.993479,0.012648,0.000006,0.007821
32,0,1.422000,-1.964699,0.154747,0.990421,0.018744,0.000011,0.010251
32,0,1.501000,-1.950941,0.198542,0.986449,0.027272,0.000006,0.013134
32,0,1.580000,-1.933276,0.248031,0.981154,0.039319,0.000010,0.016489
32,0,1.659000,-1.911795,0.304019,0.974463,0.055878,0.000035,0.019890
32,0,1.738000,-1.884203,0.372766,0.965382,0.083401,0.000007,0.024598
32,0,1.817000,-1.852411,0.461712,0.954485,0.122450,0.000008,0.028936
32,0,1.896000,-1.812265,0.552831,0.939506,0.188799,0.000045,0.034093
32,0,1.975000,-1.763342,0.678113,0.919323,0.314540,0.000025,0.039559
32,0,2.054000,-1.703644,0.834888,0.890829,0.625701,0.000022,0.045442
32,0,2.133000,-1.626725,1.056482,0.846898,1.344030,0.000032,0.051961
32,0,2.212000,-1.527393,1.510693,0.608656,71.453156,0.000075,0.061150
32,0,2.291000,-1.388674,1.950713,0.096267,163.065545,0.000044,0.072867
32,0,2.370000,-1.254598,1.499762,0.072903,77.108014,0.000060,0.081824
32,0,2.449000,-1.156174,1.021591,0.023347,36.592456,0.000048,0.088138
32,0,2.528000,-1.084559,0.816525,0.011399,20.781386,0.000067,0.092360
32,0,2.607000,-1.025271,0.696527,0.000073,0.096666,0.004319,13.382275
32,0,2.686000,-0.972593,0.606701,0.000063,0.098475,0.004546,9.547790
32,0,2.765000,-0.926229,0.543090,0.000058,0.101443,0.005072,7.032170
32,0,2.844000,-0.885399,0.488983,0.000067,0.102777,0.002925,5.589703
32,0,2.923000,-0.850157,0.439188,0.000049,0.103248,0.003433,4.637342
32,0,3.002000,-0.816737,0.403505,0.000042,0.105883,0.002653,3.823135
32,0,3.081000,-0.785579,0.369994,0.000047,0.105937,0.002453,3.230716
32,0,3.160000,-0.758197,0.340104,0.000057,0.107048,0.001434,2.858901
32,0,3.239000,-0.732699,0.316696,0.000052,0.106829,0.001234,2.503922
32,0,3.318000,-0.708476,0.288854,0.000042,0.107115,0.001094,2.236498
32,0,3.397000,-0.687101,0.268133,0.000061,0.105885,0.001494,1.975797
32,0,3.476000,-0.666348,0.251757,0.000083,0.107044,0.000866,1.808363
32,0,3.555000,-0.646996,0.237578,0.000057,0.106761,0.000863,1.638072
32,0,3.634000,-0.628604,0.222369,0.000047,0.108045,0.000886,1.510764
32,0,3.713000,-0.611452,0.208342,0.000046,0.107341,0.000718,1.375796
32,0,3.792000,-0.595629,0.197213,0.000055,0.107268,0.000960,1.289320
32,0,3.871000,-0.580790,0.186872,0.000046,0.106087,0.000572,1.185973
32,0,3.950000,-0.565941,0.175773,0.000054,0.105747,0.000506,1.109675
32,0,4.029000,-0.551860,0.168454,0.000072,0.105423,0.000905,1.038714
32,0,4.108000,-0.539028,0.159920,0.000064,0.105518,0.000517,0.977757
32,0,4.187000,-0.527328,0.151358,0.000042,0.104924,0.000484,0.925055
32,0,4.266000,-0.515182,0.144739,0.000043,0.104953,0.000420,0.876496
32,0,4.345000,-0.504123,0.137924,0.000054,0.103970,0.000321,0.827986
32,0,4.424000,-0.493574,0.131867,0.000052,0.104190,0.000413,0.785733
32,0,4.503000,-0.483702,0.125657,0.000062,0.102708,0.000393,0.748551
32,0,4.582000,-0.473963,0.119017,0.000054,0.102384,0.000621,0.714888
32,0,4.661000,-0.464585,0.116292,0.000065,0.101700,0.000464,0.682166
32,0,4.740000,-0.455569,0.110704,0.000055,0.102125,0.000675,0.655143
32,0,4.819000,-0.446487,0.107016,0.000058,0.100063,0.000410,0.626340
32,0,4.898000,-0.438567,0.103233,0.000048,0.099432,0.000342,0.598105
32,0,4.977000,-0.430535,0.099655,0.000070,0.099774,0.000326,0.578519
32,0,5.056000,-0.423083,0.094918,0.000053,0.099599,0.000449,0.557216
32,0,0.079000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.474000,-2.000000,0.000011,1.000000,0.000000,0.000000,0.000000
32,0,0.553000,-1.999996,0.000108,0.999999,0.000004,0.000000,0.000004
32,0,0.632000,-1.999975,0.000511,0.999994,0.000020,0.000000,0.000020
32,0,0.711000,-1.999894,0.001687,0.999974,0.000076,0.000001,0.000073
32,0,0.790000,-1.999668,0.004327,0.999916,0.000220,0.000001,0.000206
32,0,0.869000,-1.999183,0.008774,0.999794,0.000493,0.000001,0.000454
32,0,0.948000,-1.998185,0.016498,0.999540,0.001033,0.000001,0.000914
32,0,1.027000,-1.996453,0.028015,0.999093,0.001953,0.000004,0.001622
32,0,1.106000,-1.993702,0.042952,0.998377,0.003308,0.000001,0.002629
32,0,1.185000,-1.989627,0.062626,0.997300,0.005377,0.000018,0.003928
32,0,1.264000,-1.983698,0.087258,0.995706,0.008381,0.000010,0.005705
32,0,1.343000,-1.975522,0.118449,0.993470,0.012646,0.000005,0.007819
32,0,1.422000,-1.964700,0.156201,0.990420,0.018985,0.000007,0.010304
32,0,1.501000,-1.950947,0.197910,0.986448,0.027159,0.000003,0.013247
32,0,1.580000,-1.933330,0.249008,0.981186,0.039485,0.000025,0.016602
32,0,1.659000,-1.911538,0.308841,0.974398,0.057442,0.000009,0.020728
32,0,1.738000,-1.884086,0.379062,0.965360,0.084222,0.000085,0.024689
32,0,1.817000,-1.850323,0.465437,0.953524,0.134779,0.000050,0.029430
32,0,1.896000,-1.811012,0.547413,0.939022,0.184619,0.000005,0.034171
32,0,1.975000,-1.763118,0.674005,0.919279,0.313842,0.000063,0.038330
32,0,2.054000,-1.703637,0.844122,0.891706,0.560167,0.000077,0.046198
32,0,2.133000,-1.629643,1.028188,0.851279,1.182498,0.000075,0.053304
32,0,2.212000,-1.528387,1.471474,0.768951,4.736018,0.000010,0.061021
32,0,2.291000,-1.383279,1.942162,0.155677,148.555909,0.000037,0.072175
32,0,2.370000,-1.249326,1.480074,0.043862,73.599073,0.000075,0.082072
32,0,2.449000,-1.154899,1.046598,0.021349,36.015267,0.000066,0.087830
32,0,2.528000,-1.083332,0.823323,0.013034,20.712948,0.000058,0.093022
32,0,2.528000,-1.083263,0.818619,0.000063,0.093351,0.011477,20.855757
32,0,2.449000,-1.156718,1.040300,0.000053,0.088668,0.019060,36.970196
32,0,2.370000,-1.252728,1.467765,0.000058,0.081794,0.032942,76.118365
32,0,2.291000,-1.395926,1.941158,0.000061,0.072281,0.153942,162.092919
32,0,2.212000,-1.529979,1.395353,0.000028,0.059642,0.773911,3.783692
32,0,2.133000,-1.626670,1.122812,0.000083,0.052401,0.845096,1.615828
32,0,2.054000,-1.704521,0.846754,0.000087,0.045811,0.891669,0.586146
32,0,1.975000,-1.762842,0.705838,0.000019,0.040032,0.918618,0.341669
32,0,1.896000,-1.811343,0.528244,0.000072,0.033846,0.939169,0.176780
32,0,1.817000,-1.851325,0.457597,0.000034,0.029153,0.954044,0.122943
32,0,1.738000,-1.884965,0.375622,0.000041,0.024053,0.965631,0.085226
32,0,1.659000,-1.911144,0.310150,0.000036,0.020614,0.974248,0.058028
32,0,1.580000,-1.933411,0.247629,0.000001,0.016426,0.981195,0.039574
32,0,1.501000,-1.951021,0.197191,0.000002,0.013230,0.986481,0.027073
32,0,1.422000,-1.964799,0.154704,0.000011,0.010328,0.990449,0.018732
32,0,1.343000,-1.975499,0.118936,0.000004,0.007804,0.993462,0.012713
32,0,1.264000,-1.983652,0.087301,0.000008,0.005689,0.995697,0.008348
32,0,1.185000,-1.989575,0.063054,0.000002,0.003998,0.997286,0.005424
32,0,1.106000,-1.993737,0.042793,0.000001,0.002589,0.998386,0.003297
32,0,1.027000,-1.996454,0.027895,0.000001,0.001624,0.999094,0.001939
32,0,0.948000,-1.998197,0.016386,0.000002,0.000911,0.999542,0.001027
32,0,0.869000,-1.999170,0.008944,0.000003,0.000464,0.999790,0.000505
32,0,0.790000,-1.999667,0.004312,0.000001,0.000207,0.999916,0.000218
32,0,0.711000,-1.999897,0.001650,0.000000,0.000071,0.999974,0.000074
32,0,0.632000,-1.999975,0.000517,0.000000,0.000020,0.999994,0.000021
32,0,0.553000,-1.999995,0.000123,0.000000,0.000004,0.999999,0.000004
32,0,0.474000,-2.000000,0.000011,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,5.056000,-0.422956,0.095643,0.000374,0.553473,0.000073,0.098622
32,0,4.977000,-0.430538,0.099294,0.000407,0.572292,0.000081,0.099465
32,0,4.898000,-0.438236,0.102757,0.000365,0.600717,0.000058,0.100348
32,0,4.819000,-0.446692,0.106538,0.000250,0.619823,0.000082,0.100206
32,0,4.740000,-0.455335,0.111799,0.000355,0.657162,0.000035,0.102147
32,0,4.661000,-0.464365,0.116568,0.000394,0.689532,0.000061,0.102641
32,0,4.582000,-0.473309,0.120038,0.000519,0.711280,0.000046,0.102114
32,0,4.503000,-0.483216,0.125949,0.000351,0.753630,0.000047,0.102995
32,0,4.424000,-0.493076,0.133355,0.000400,0.784629,0.000093,0.103300
32,0,4.345000,-0.504019,0.138199,0.000471,0.825530,0.000068,0.104188
32,0,4.266000,-0.514811,0.144439,0.000541,0.870785,0.000045,0.104188
32,0,4.187000,-0.527309,0.152396,0.000616,0.926286,0.000089,0.104817
32,0,4.108000,-0.538637,0.159788,0.000591,0.977127,0.000052,0.105310
32,0,4.029000,-0.552319,0.167524,0.000774,1.039874,0.000049,0.105935
32,0,3.950000,-0.565729,0.175658,0.000694,1.108512,0.000071,0.105957
32,0,3.871000,-0.580661,0.186848,0.000675,1.199310,0.000071,0.106758
32,0,3.792000,-0.594593,0.198269,0.000622,1.273722,0.000067,0.106144
32,0,3.713000,-0.612036,0.207625,0.000681,1.385391,0.000044,0.106898
32,0,3.634000,-0.628892,0.226725,0.000790,1.502304,0.000056,0.107619
32,0,3.555000,-0.646545,0.235702,0.000666,1.631010,0.000052,0.107189
32,0,3.476000,-0.665425,0.251051,0.000876,1.806980,0.000040,0.107853
32,0,3.397000,-0.687882,0.269274,0.000965,2.004071,0.000045,0.107762
32,0,3.318000,-0.709223,0.291904,0.001097,2.210933,0.000058,0.106854
32,0,3.239000,-0.732815,0.313891,0.001566,2.503208,0.000059,0.107691
32,0,3.160000,-0.758485,0.334966,0.001232,2.862542,0.000070,0.106704
32,0,3.081000,-0.786040,0.366967,0.001349,3.247241,0.000052,0.104904
32,0,3.002000,-0.816985,0.399437,0.002668,3.888037,0.000076,0.105456
32,0,2.923000,-0.849825,0.442836,0.002396,4.592003,0.000048,0.104206
32,0,2.844000,-0.886483,0.482807,0.003554,5.661979,0.000050,0.102012
32,0,2.765000,-0.926912,0.544456,0.003722,7.187895,0.000082,0.101479
32,0,2.686000,-0.970903,0.612234,0.004324,9.328862,0.000043,0.099484
32,0,2.607000,-1.023994,0.690077,0.009370,13.337020,0.000091,0.096703
32,0,0.632000,-1.999989,0.000499,0.999994,0.000020,0.000000,0.000020
32,0,0.553000,-2.000009,0.000106,0.999999,0.000004,0.000000,0.000004
